"LOCATION";"INDICATOR";"SUBJECT";"MEASURE";"FREQUENCY";"TIME";"Value";"Flag Codes"
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";116.095;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";118.64;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";113.35;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";111.4;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";109.19;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";101.86;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";95.7474999999998;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";96.5324999999999;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";105.0175;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";112.9325;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";123.657500000188;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";34.4067881906991;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";35.0362574206204;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";38.6053479676743;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";46.1665323717292;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";54.4516064006935;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";61.8189142822726;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";68.3150367514606;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";75.7578809455302;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";72.4216940184472;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";71.2584348785927;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";72.6483029434189;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";73.5547386358056;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";77.023114100372;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";84.0001510619999;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";89.4576492988177;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";113.556249360805;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";121.195487959851;
"NZL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";125.489727034979;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";40.2499999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";43.0249999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";45.1749999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";45.9249999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";50.5999999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";54.7749999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";62.2749999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";70.0999999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";69.3499999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";70.6749999999999;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";76.4749999999998;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";82.5999999999998;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";88.1999999999998;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";91.7499999999998;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";94.2499999999998;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";107.025;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";112.35;
"NOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";113.975000001686;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";105.609999999058;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";105.695;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";102.005;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";97.535;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";98.5;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";101.8575;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";105.7825;
"POL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";112.742499999273;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";100.240697412219;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";105.672836626221;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";106.330933909588;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";107.47976752926;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";108.166231074841;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";110.622749382583;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";112.954456136582;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";113.467885482658;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";106.308240899817;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";106.537499999999;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";107.3575;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";102.0925;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";94.8724999999997;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";93.0849999999997;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";97.0374999999997;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";107.115;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";117.015;
"PRT";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";129.032500000928;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";65.0965121633573;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";75.9868996724918;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";98.0049501237531;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";115.552888822221;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";100.817520438011;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";96.7849196229906;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";95.3298832470812;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";92.7548188704718;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";93.5873396834921;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";94.9073726843171;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";106.702667566689;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";112.990324758119;
"SVK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";121.320533013174;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";57.2387344852681;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";62.6768863838807;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";73.3083859155734;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";87.9511781982042;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";104.076784889203;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";119.272135371178;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";135.500887522188;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";148.791219780494;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";146.666166654166;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";136.97592439811;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";134.555863896597;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";124.270606765169;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";105.90514762869;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";96.2399059976498;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";96.5399134978373;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";104.622615565389;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";111.105277631941;
"ESP";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";118.580464512194;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";35.6083997252747;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";38.4204807692308;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";40.8598763736263;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";43.5703159340659;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";47.6359752747252;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";51.93;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";58.3925;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";65.7075;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";66.4175;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";68.3975;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";73.8725;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";75.7175;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";76.6125;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";80.8075;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";88.4025;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";108.63;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";115.575;
"SWE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";114.497499999228;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";62.4290030428178;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";62.9905394077757;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";62.8971071077827;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";63.7913286902157;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";66.1301832800402;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";68.5737304548569;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";72.8173241520387;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";77.0960568142177;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";80.0040007964997;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";80.3824240914713;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";82.6010231763049;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";87.8632812309102;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";92.1122414730916;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";94.8639058528852;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";97.453342510191;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";101.616446917378;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";103.578291467232;
"CHE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";106.709204041289;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";58.4539195230313;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";62.5296459146838;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";68.3177833639603;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";75.9311692130086;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";86.1575752392304;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";113.595854260801;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";125.374818484328;
"TUR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";134.87405055898;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";45.4194346607335;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";49.1178841602939;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";57.052708202174;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";65.9888290157079;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";73.8223581634058;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";78.9276714936877;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";85.1249297326031;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";93.5536784811281;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";89.3752250743593;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";81.4130440857527;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";86.0778983799364;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";84.8326066851543;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";85.165940772596;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";87.3503984447137;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";94.3386430334907;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";106.975069281279;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";111.833779355429;
"GBR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";115.442465379798;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";64.7088654339709;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";69.189986639419;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";74.0687381949069;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";79.7508183179751;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";87.2838965562284;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";96.4155640671416;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";102.088423785209;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";102.094186535209;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";93.8027292543803;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";88.2382094063238;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";85.6150016235615;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";82.009819750701;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";84.3909916634391;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";90.3784980040379;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";94.9575861094958;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";105.948319585595;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";112.935088286294;
"USA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";120.378267487038;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";34.5267516907922;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";40.9378292769778;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";50.9223250104185;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";65.6068589793933;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";77.4991166591292;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";87.1470240028562;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";96.2342545194317;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";100.31390071131;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";100.49508700166;
"BRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";100.029782960442;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";51.7401950441009;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";52.9904507010257;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";55.679773155824;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";57.7274483431704;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";59.0080392980744;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";61.9571662478532;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";62.5153659203113;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";63.9073590727069;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";68.1117163498916;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";73.7920555794656;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";78.5292689991103;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";84.465672413665;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";90.8317008981876;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";102.303031367327;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";108.692373366848;
"CHL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";114.367974217202;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";85.1252263398486;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";90.7675168652669;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";90.0063881834186;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";96.4911734002278;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";101.131954939935;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";112.22947601315;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";126.989295897539;
"CHN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";134.26792975806;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";27.724167354431;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";29.0395894647599;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";29.1916763547979;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";29.9722076724931;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";32.7911184406978;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";35.6356308764089;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";40.2452863500613;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";47.1980083192995;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";55.0144973637536;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";60.3574631400894;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";64.9023781787256;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";70.1625004100407;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";77.4475537793619;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";85.0270421237568;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";91.6555214304139;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";111.872769852968;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";119.83811127996;
"COL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";127.271068455421;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";59.0130675129197;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";88.2216684366166;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";106.53535258299;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";96.2922138072221;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";60.4667880795351;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";63.9014026047927;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";69.3233010701993;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";74.3713856730779;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";82.2933640136721;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";93.5796670895186;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";104.744560532856;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";110.511517933288;
"EST";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";117.066040424878;
"IND";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";45.0950952083315;
"IND";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";53.9029170915523;
"IND";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";66.966447587455;
"IND";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";76.686267715997;
"IND";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";88.0318228867952;
"IND";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"IND";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";106.685743083997;
"IND";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";115.658113779173;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";54.5539975482796;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";57.7552101186632;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";60.0227356890033;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";62.5570289743835;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";65.7582415423636;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";67.2254639700837;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";68.8260702578238;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";70.1599088255239;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";72.294050540844;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";75.6286469663442;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";79.0105006668515;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";88.5181333557776;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";94.7301714042094;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";103.159823490474;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";106.415370415962;
"IDN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";109.901629067505;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";52.6327724585526;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";50.7982221386901;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";53.4740804534894;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";50.4444645962166;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";50.0680302937449;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";50.1768787637367;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";50.4059140987195;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";49.6235656887782;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";53.3811057159964;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";60.6898272004483;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";71.3705836946472;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";78.879288251584;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";81.4322644963925;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";88.8226223333383;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";94.4668692379149;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";107.458388141941;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";111.649054366627;
"ISR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";110.72610998955;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";104.474999988249;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";142.3675;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";143.9425;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";90.24;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";80.35;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";88.725;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";91.3624999999999;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";97.6224999999999;
"LVA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";103.475;
